pId	weight.kDa.	length	trypticCount	pI
IPI00129221	IPI00129221	101.07808333	911	43	6.15087890625
IPI00129222	IPI00129222	38.92552096	346	20	8.42626953125
IPI00129225	IPI00129225	47.84958808	432	26	5.66845703125
IPI00129226	IPI00129226	54.50579428	489	23	4.37353515625
IPI00129227	IPI00129227	14.48040409	125	5	8.61669921875
IPI00129229	IPI00129229	42.21726393	386	17	10.18408203125
IPI00129230	IPI00129230	23.69299428	224	10	9.84716796875
IPI00129231	IPI00129231	94.30035556	893	47	8.19189453125
IPI00129232	IPI00129232	52.39148726	485	26	4.44970703125
IPI00129233	IPI00129233	44.85078039	392	18	9.14404296875
IPI00129236	IPI00129236	37.81141983	329	18	9.58349609375
IPI00129238	IPI00129238	12.79866431	115	9	10.24267578125
IPI00129240	IPI00129240	54.79627143	478	26	5.49072265625
IPI00129243	IPI00129243	35.39692219	317	19	7.66455078125
IPI00129245	IPI00129245	35.53146803	308	10	10.02294921875
IPI00129249	IPI00129249	72.59233289	655	35	5.17333984375
IPI00129250	IPI00129250	37.38949445	342	15	6.17626953125
IPI00129252	IPI00129252	47.50464044	420	19	9.39306640625
IPI00129253	IPI00129253	197.2171243	1723	93	5.97314453125
IPI00129257	IPI00129257	35.18256332	307	13	9.68603515625
IPI00129258	IPI00129258	88.92377627	801	34	4.29736328125
IPI00129259	IPI00129259	36.50430176	319	12	10.15478515625
IPI00129264	IPI00129264	82.28036513	733	43	9.67138671875
IPI00129265	IPI00129265	45.50317084	397	21	7.63525390625
IPI00129268	IPI00129268	8.28115052	75	4	7.60595703125
IPI00129276	IPI00129276	161.82021405	1344	61	6.35400390625
IPI00129277	IPI00129277	59.90321508	535	28	7.94287109375
IPI00129278	IPI00129278	35.96108201	318	14	9.96435546875
IPI00129282	IPI00129282	94.72619508	852	49	5.80810546875
IPI00129287	IPI00129287	108.15966119	982	57	8.61669921875
IPI00129289	IPI00129289	288.14713484	2688	138	7.28369140625
IPI00129294	IPI00129294	84.15131636	718	44	9.34912109375
IPI00129295	IPI00129295	22.69159765	198	10	10.33056640625
IPI00129296	IPI00129296	18.10645057	161	7	8.45556640625
IPI00129298	IPI00129298	41.57079466	383	25	4.47509765625
IPI00129299	IPI00129299	39.42838263	349	21	6.37939453125
IPI00129300	IPI00129300	36.64061364	335	21	8.29443359375
IPI00129304	IPI00129304	81.23542564	742	41	5.08447265625
IPI00129307	IPI00129307	51.16573115	459	22	8.49951171875
IPI00129310	IPI00129310	80.86589026	722	33	6.45556640625
IPI00129313	IPI00129313	37.29243537	346	16	8.35302734375
IPI00129314	IPI00129314	99.75428855	956	38	7.92822265625
IPI00129318	IPI00129318	27.97711781	254	11	4.22119140625
IPI00129319	IPI00129319	41.24844233	361	21	4.55126953125
IPI00129322	IPI00129322	35.36873488	313	11	8.99755859375
IPI00129323	IPI00129323	19.2998938	164	7	12.14697265625
IPI00129327	IPI00129327	12.08796008	105	8	9.92041015625
IPI00129328	IPI00129328	34.474417	328	14	6.25244140625
IPI00129330	IPI00129330	18.87989733	176	5	6.07470703125
IPI00129332	IPI00129332	87.45663545	799	33	4.38623046875
IPI00129334	IPI00129334	86.88691842	792	36	4.48779296875
IPI00129336	IPI00129336	88.66516992	802	38	4.58935546875
IPI00129343	IPI00129343	25.35986267	227	9	4.99560546875
IPI00129344	IPI00129344	87.51637507	796	32	4.44970703125
IPI00129346	IPI00129346	86.50782156	789	31	4.33544921875
IPI00129348	IPI00129348	90.42913832	818	41	4.91943359375
IPI00129349	IPI00129349	109.40670025	1006	60	5.07177734375
IPI00129350	IPI00129350	87.22387157	795	50	7.19580078125
IPI00129351	IPI00129351	84.11066315	754	41	9.21728515625
IPI00129352	IPI00129352	17.18231764	159	8	3.90380859375
IPI00129354	IPI00129354	58.54307029	513	28	8.39697265625
IPI00129356	IPI00129356	194.14627124	1714	89	7.63525390625
IPI00129357	IPI00129357	57.5105174	527	21	4.80517578125
IPI00129359	IPI00129359	71.11033774	606	34	8.10400390625
IPI00129360	IPI00129360	191.59689052	1685	87	7.97216796875
IPI00129361	IPI00129361	75.96887579	652	32	8.48486328125
IPI00129362	IPI00129362	52.33582062	444	22	9.23193359375
IPI00129365	IPI00129365	42.47747472	385	16	10.37451171875
IPI00129369	IPI00129369	104.50750125	964	48	4.80517578125
IPI00129376	IPI00129376	101.61317205	934	51	4.75439453125
IPI00129379	IPI00129379	102.2061256	948	52	4.66552734375
IPI00129380	IPI00129380	102.90760803	950	50	4.71630859375
IPI00129381	IPI00129381	103.18796598	950	51	4.79248046875
IPI00129383	IPI00129383	30.56566125	268	13	6.97607421875
IPI00129384	IPI00129384	10.99184976	97	6	8.19189453125
IPI00129385	IPI00129385	44.37283797	406	19	8.29443359375
IPI00129386	IPI00129386	25.57907302	239	12	8.76318359375
IPI00129388	IPI00129388	179.62137364	1665	91	4.84326171875
IPI00129389	IPI00129389	23.47011034	211	10	5.43994140625
IPI00129391	IPI00129391	24.24615557	227	9	7.28369140625
IPI00129392	IPI00129392	15.04858767	130	7	6.60986328125
IPI00129393	IPI00129393	11.21825028	105	6	9.65673828125
IPI00129394	IPI00129394	24.65821978	231	11	7.59130859375
IPI00129395	IPI00129395	55.84754646	512	22	7.67919921875
IPI00129396	IPI00129396	22.95118818	217	9	7.25439453125
IPI00129398	IPI00129398	57.04125855	483	28	9.21728515625
IPI00129399	IPI00129399	20.58766974	185	6	7.75244140625
IPI00129400	IPI00129400	18.32733998	174	10	12.04443359375
IPI00129401	IPI00129401	72.48784514	648	38	8.17724609375
IPI00129404	IPI00129404	223.40847344	1938	108	5.35107421875
IPI00129406	IPI00129406	101.97622546	946	49	4.80517578125
IPI00129407	IPI00129407	102.49475366	948	51	4.80517578125
IPI00129408	IPI00129408	132.78149291	1190	67	5.75732421875
IPI00129417	IPI00129417	33.5200823	301	16	7.06396484375
IPI00129423	IPI00129423	61.80850449	577	23	4.23388671875
IPI00129426	IPI00129426	65.08507186	588	27	6.16357421875
IPI00129428	IPI00129428	241.21741104	2126	110	9.01220703125
IPI00129430	IPI00129430	75.376267	699	33	9.96435546875
IPI00129431	IPI00129431	104.96475655	944	42	6.02392578125
IPI00129432	IPI00129432	104.07222197	937	44	6.94677734375
IPI00129433	IPI00129433	35.83558978	317	20	9.45166015625
IPI00129434	IPI00129434	85.9671419	787	41	5.07177734375
IPI00129437	IPI00129437	14.802642	133	6	8.45556640625
IPI00129443	IPI00129443	69.33456948	619	31	4.52587890625
IPI00129451	IPI00129451	61.7236198	557	32	5.18603515625
IPI00129452	IPI00129452	35.88440077	320	17	4.27197265625
IPI00129453	IPI00129453	37.2771523	329	15	5.19873046875
IPI00129456	IPI00129456	31.90722718	280	16	6.13818359375
IPI00129459	IPI00129459	22.48153815	200	9	9.53955078125
IPI00129460	IPI00129460	32.18540762	304	15	11.13623046875
IPI00129461	IPI00129461	23.4669393	207	12	4.66552734375
IPI00129465	IPI00129465	42.22426419	378	21	10.00830078125
IPI00129466	IPI00129466	21.38656279	185	8	4.56396484375
IPI00129468	IPI00129468	20.82432962	183	7	4.85595703125
IPI00129471	IPI00129471	31.63122491	283	15	7.28369140625
IPI00129472	IPI00129472	112.13708929	1038	59	6.01123046875
IPI00129474	IPI00129474	44.06184028	374	23	8.93896484375
IPI00129477	IPI00129477	41.26289367	381	18	6.65380859375
IPI00129479	IPI00129479	47.28806712	421	22	6.45556640625
IPI00129480	IPI00129480	107.23004886	956	47	9.37841796875
IPI00129485	IPI00129485	37.74917938	340	19	6.29052734375
IPI00129487	IPI00129487	59.07358891	524	31	6.87353515625
IPI00129488	IPI00129488	49.24724385	459	26	7.16650390625
IPI00129489	IPI00129489	73.39706153	655	29	8.04541015625
IPI00129490	IPI00129490	43.39534347	389	16	7.85498046875
IPI00129491	IPI00129491	70.51345408	630	30	7.84033203125
IPI00129497	IPI00129497	40.72849857	360	18	8.33837890625
IPI00129501	IPI00129501	27.94401812	256	9	8.52880859375
IPI00129504	IPI00129504	18.32233742	172	9	9.18798828125
IPI00129506	IPI00129506	18.08203187	171	7	7.73779296875
IPI00129509	IPI00129509	16.18113861	151	9	4.20849609375
IPI00129512	IPI00129512	29.07932572	264	12	5.26220703125
IPI00129516	IPI00129516	10.40997103	89	7	4.52587890625
IPI00129517	IPI00129517	21.86553107	210	14	8.85107421875
IPI00129519	IPI00129519	22.05558078	226	11	4.17041015625
IPI00129521	IPI00129521	24.75431328	231	13	5.03369140625
IPI00129525	IPI00129525	88.49395411	807	26	7.03466796875
IPI00129526	IPI00129526	92.40024982	802	42	4.44970703125
IPI00129527	IPI00129527	54.21657935	475	33	5.14794921875
IPI00129528	IPI00129528	36.671383	309	18	5.84619140625
IPI00129529	IPI00129529	108.96281087	980	59	6.78564453125
IPI00129531	IPI00129531	56.50255949	518	25	10.05224609375
IPI00129535	IPI00129535	158.11225461	1402	66	5.12255859375
IPI00129537	IPI00129537	30.88789886	282	15	9.61279296875
IPI00129538	IPI00129538	21.0508091	192	10	6.45556640625
IPI00129540	IPI00129540	33.32201004	305	15	8.67529296875
IPI00129547	IPI00129547	196.26117198	1809	80	5.07177734375
IPI00129548	IPI00129548	59.26879845	583	26	4.44970703125
IPI00129554	IPI00129554	47.94420233	419	22	5.79541015625
IPI00129561	IPI00129561	292.06290687	2556	140	5.64306640625
IPI00129564	IPI00129564	66.08199198	600	19	7.48876953125
IPI00129570	IPI00129570	37.08298352	327	16	7.78173828125
IPI00129571	IPI00129571	138.83961697	1464	77	6.08740234375
IPI00129572	IPI00129572	101.80977559	944	45	4.86865234375
IPI00129577	IPI00129577	66.70583638	612	34	9.67138671875
IPI00129580	IPI00129580	12.40405612	110	6	5.55419921875
IPI00129586	IPI00129586	124.41627605	1141	57	5.87158203125
IPI00129587	IPI00129587	83.6092933	754	39	6.53662109375
IPI00129588	IPI00129588	55.652311	491	26	4.69091796875
IPI00129594	IPI00129594	37.3361984	329	19	7.06396484375
IPI00129598	IPI00129598	75.85056001	668	36	4.60205078125
IPI00129604	IPI00129604	23.01319446	210	14	5.84619140625
IPI00129608	IPI00129608	96.27749922	848	55	6.55126953125
IPI00129610	IPI00129610	101.1347769	941	45	4.86865234375
IPI00129613	IPI00129613	100.96842534	934	45	4.67822265625
IPI00129615	IPI00129615	101.08002193	931	39	4.44970703125
IPI00129618	IPI00129618	47.36977287	421	22	8.64599609375
IPI00129619	IPI00129619	38.54311952	346	10	9.14404296875
IPI00129620	IPI00129620	100.77218451	931	45	4.65283203125
IPI00129621	IPI00129621	100.56328369	930	45	4.94482421875
IPI00129622	IPI00129622	47.2142196	422	24	7.82568359375
IPI00129625	IPI00129625	100.52268142	926	43	4.77978515625
IPI00129627	IPI00129627	99.16368674	912	34	4.61474609375
IPI00129628	IPI00129628	100.81289825	928	40	4.56396484375
IPI00129630	IPI00129630	56.56065457	530	22	5.59228515625
IPI00129631	IPI00129631	66.56055945	625	26	4.66552734375
IPI00129632	IPI00129632	101.12717066	932	43	4.71630859375
IPI00129633	IPI00129633	51.50473876	492	23	6.26513671875
IPI00129636	IPI00129636	35.19546663	314	19	4.69091796875
IPI00129638	IPI00129638	16.26054327	146	7	7.15185546875
IPI00129639	IPI00129639	74.38299656	666	34	7.13720703125
IPI00129641	IPI00129641	75.03354487	664	34	5.27490234375
IPI00129645	IPI00129645	40.63575327	355	17	8.03076171875
IPI00129646	IPI00129646	73.07841627	654	34	6.96142578125
IPI00129647	IPI00129647	130.04774032	1216	64	9.14404296875
IPI00129650	IPI00129650	50.42663002	445	23	6.82958984375
IPI00129663	IPI00129663	101.39236674	932	38	4.71630859375
IPI00129665	IPI00129665	63.96126443	560	28	8.01611328125
IPI00129668	IPI00129668	101.96574159	932	45	4.56396484375
IPI00129669	IPI00129669	27.45961299	246	15	7.50341796875
IPI00129672	IPI00129672	101.32700418	932	41	4.60205078125
IPI00129675	IPI00129675	100.26273889	930	33	4.46240234375
IPI00129676	IPI00129676	35.85874781	311	16	9.17333984375
IPI00129677	IPI00129677	32.55289218	284	18	6.01123046875
IPI00129679	IPI00129679	52.29196464	477	24	5.14794921875
IPI00129680	IPI00129680	100.09503975	928	41	4.57666015625
IPI00129682	IPI00129682	44.18258321	384	22	7.44482421875
IPI00129685	IPI00129685	19.43153959	172	7	4.47509765625
IPI00129686	IPI00129686	101.04401181	933	43	4.48779296875
IPI00129687	IPI00129687	100.80812102	930	41	4.55126953125
IPI00129691	IPI00129691	47.15610209	434	17	6.65380859375
IPI00129693	IPI00129693	77.72261509	686	39	5.03369140625
IPI00129695	IPI00129695	66.83124607	616	23	4.72900390625
IPI00129701	IPI00129701	51.41899158	445	28	9.78857421875
IPI00129703	IPI00129703	27.29661169	243	12	5.27490234375
IPI00129707	IPI00129707	79.43010449	714	38	8.51416015625
IPI00129708	IPI00129708	81.15362436	724	38	6.56591796875
IPI00129709	IPI00129709	13.1674549	117	6	7.88427734375
IPI00129727	IPI00129727	101.28617162	931	37	4.50048828125
IPI00129729	IPI00129729	91.22325857	828	39	4.60205078125
IPI00129732	IPI00129732	84.69522258	779	32	4.31005859375
IPI00129736	IPI00129736	84.20979406	772	31	4.38623046875
IPI00129738	IPI00129738	85.70734098	784	30	4.31005859375
IPI00129740	IPI00129740	15.23068902	132	8	7.03466796875
IPI00129741	IPI00129741	49.76955173	470	16	8.68994140625
IPI00129746	IPI00129746	19.57228577	181	11	12.30810546875
IPI00129749	IPI00129749	26.95156696	242	13	5.56689453125
IPI00129750	IPI00129750	64.74189164	567	31	8.01611328125
IPI00129754	IPI00129754	49.11259089	465	17	6.17626953125
IPI00129755	IPI00129755	45.92749864	413	19	5.14794921875
IPI00129769	IPI00129769	30.44424177	267	15	4.46240234375
IPI00129770	IPI00129770	29.79087765	266	14	4.15771484375
IPI00129774	IPI00129774	56.64646249	499	25	4.48779296875
IPI00129776	IPI00129776	57.87320143	511	22	6.15087890625
IPI00129792	IPI00129792	57.86865552	521	22	4.53857421875
IPI00129796	IPI00129796	46.99339629	467	18	8.32373046875
IPI00129797	IPI00129797	22.77497606	198	12	7.92822265625
IPI00129803	IPI00129803	78.79594888	724	40	8.96826171875
IPI00129831	IPI00129831	246.94473274	2215	125	5.13525390625
IPI00129854	IPI00129854	29.518307	266	15	9.31982421875
IPI00129855	IPI00129855	34.91262686	313	16	7.63525390625
IPI00129857	IPI00129857	19.88953606	175	8	9.49560546875
IPI00129862	IPI00129862	47.16826913	424	15	9.64208984375
IPI00129864	IPI00129864	55.14150902	507	21	4.61474609375
IPI00129867	IPI00129867	45.64438345	396	26	6.35400390625
IPI00129868	IPI00129868	46.31709797	409	22	9.84716796875
IPI00129873	IPI00129873	9.10375697	80	5	10.09619140625
IPI00129903	IPI00129903	154.13406849	1403	68	4.97021484375
IPI00129905	IPI00129905	21.28082258	196	12	7.66455078125
IPI00129907	IPI00129907	60.12580732	525	23	4.75439453125
IPI00129908	IPI00129908	81.39316264	731	44	6.12548828125
IPI00129909	IPI00129909	16.68333775	144	4	5.30029296875
IPI00129911	IPI00129911	104.47473861	931	52	4.84326171875
IPI00129915	IPI00129915	171.05691253	1528	83	6.99072265625
IPI00129918	IPI00129918	31.21617128	288	9	7.38623046875
IPI00129919	IPI00129919	16.66726849	145	9	8.82177734375
IPI00129923	IPI00129923	24.95386521	223	12	9.71533203125
IPI00129924	IPI00129924	144.69045846	1320	77	6.08740234375
IPI00129927	IPI00129927	111.90593562	1003	56	5.02099609375
IPI00129928	IPI00129928	54.3180809	507	30	9.46630859375
IPI00129933	IPI00129933	19.42395974	178	10	9.12939453125
IPI00129957	IPI00129957	42.73004389	372	14	8.64599609375
IPI00129959	IPI00129959	110.45715636	975	59	6.06201171875
IPI00129960	IPI00129960	89.78613096	830	31	4.27197265625
IPI00129962	IPI00129962	86.57251723	757	40	6.62451171875
IPI00129963	IPI00129963	38.56444735	338	20	7.22509765625
IPI00129964	IPI00129964	31.61699365	280	17	4.48779296875
IPI00129965	IPI00129965	56.49956499	512	32	6.35400390625
IPI00129968	IPI00129968	37.02277274	330	24	5.60498046875
IPI00129977	IPI00129977	14.98676236	140	9	11.44384765625
IPI00129985	IPI00129985	52.05020766	455	25	4.65283203125
IPI00129989	IPI00129989	83.63019519	752	43	6.78564453125
IPI00130000	IPI00130000	103.241831	920	56	5.47802734375
IPI00130005	IPI00130005	31.17809331	261	11	5.69384765625
IPI00130007	IPI00130007	48.88812909	492	18	6.65380859375
IPI00130008	IPI00130008	35.84394682	340	18	8.07470703125
IPI00130010	IPI00130010	141.16085025	1252	61	6.72705078125
IPI00130013	IPI00130013	42.14258	389	15	4.70361328125
IPI00130014	IPI00130014	140.70245045	1234	67	7.10791015625
IPI00130015	IPI00130015	52.32463334	462	22	6.45556640625
IPI00130016	IPI00130016	29.58636482	260	10	3.49755859375
IPI00130018	IPI00130018	24.65335841	230	13	6.18896484375
IPI00130023	IPI00130023	129.95572207	1134	63	5.08447265625
IPI00130035	IPI00130035	10.99337965	101	4	4.38623046875
IPI00130038	IPI00130038	86.61699396	757	48	5.98583984375
IPI00130039	IPI00130039	48.04706514	424	23	10.34521484375
IPI00130045	IPI00130045	138.22007581	1216	67	5.51611328125
IPI00130046	IPI00130046	85.80094063	756	40	5.78271484375
IPI00130066	IPI00130066	9.47688259	88	4	4.94482421875
IPI00130079	IPI00130079	46.29199134	408	20	8.07470703125
IPI00130080	IPI00130080	21.40751105	197	14	7.76708984375
IPI00130081	IPI00130081	66.74655958	602	34	4.17041015625
IPI00130086	IPI00130086	63.41631063	575	30	6.62451171875
IPI00130092	IPI00130092	93.70768015	819	51	7.19580078125
IPI00130095	IPI00130095	51.77888053	465	26	5.19873046875
IPI00130099	IPI00130099	105.75525252	968	53	7.53271484375
IPI00130102	IPI00130102	53.44702908	469	33	4.91943359375
IPI00130103	IPI00130103	35.84100258	322	10	9.80322265625
IPI00130112	IPI00130112	29.0640739	259	18	8.08935546875
IPI00130114	IPI00130114	65.16029993	602	29	6.56591796875
IPI00130115	IPI00130115	26.67909262	232	13	9.27587890625
IPI00130116	IPI00130116	172.23693241	1507	85	7.22509765625
IPI00130117	IPI00130117	114.32543259	1036	49	5.65576171875
IPI00130118	IPI00130118	22.50857955	200	14	8.32373046875
IPI00130124	IPI00130124	58.51402914	517	26	6.49365234375
IPI00130127	IPI00130127	83.85552692	738	38	5.69384765625
IPI00130129	IPI00130129	63.44895532	570	28	8.74853515625
IPI00130131	IPI00130131	34.02072318	303	19	5.89697265625
IPI00130133	IPI00130133	70.0820899	624	39	6.81494140625
IPI00130134	IPI00130134	35.46132886	318	15	5.16064453125
IPI00130144	IPI00130144	52.52498934	455	28	8.45556640625
IPI00130147	IPI00130147	33.11980481	312	18	9.17333984375
IPI00130149	IPI00130149	17.7720625	151	11	5.10986328125
IPI00130151	IPI00130151	9.32540576	82	5	4.83056640625
IPI00130155	IPI00130155	43.06531389	400	27	8.07470703125
IPI00130157	IPI00130157	209.46900213	1889	77	6.07470703125
IPI00130158	IPI00130158	115.95972595	1041	51	4.42431640625
IPI00130159	IPI00130159	24.9958686	224	14	7.47412109375
IPI00130160	IPI00130160	92.23596027	815	38	5.79541015625
IPI00130162	IPI00130162	116.43730491	1087	54	7.03466796875
IPI00130168	IPI00130168	37.58647815	338	23	5.89697265625
IPI00130173	IPI00130173	70.50668	638	35	4.84326171875
IPI00130185	IPI00130185	37.49780152	330	19	5.89697265625
IPI00130186	IPI00130186	43.84192419	382	28	7.22509765625
IPI00130187	IPI00130187	96.4201965	839	37	6.31591796875
IPI00130200	IPI00130200	88.22988714	782	47	8.11865234375
IPI00130212	IPI00130212	52.56397343	479	26	4.76708984375
IPI00130214	IPI00130214	46.26678514	410	22	7.40087890625
IPI00130216	IPI00130216	55.88028458	484	26	9.68603515625
IPI00130218	IPI00130218	117.93530477	1052	68	5.60498046875
IPI00130225	IPI00130225	51.72704371	450	28	5.41455078125
IPI00130226	IPI00130226	26.14310695	226	16	9.59814453125
IPI00130227	IPI00130227	81.27772025	727	34	6.72705078125
IPI00130235	IPI00130235	43.5772511	395	20	4.56396484375
IPI00130236	IPI00130236	63.95671935	555	29	4.70361328125
IPI00130237	IPI00130237	57.64110163	492	27	5.28759765625
IPI00130238	IPI00130238	245.94352631	2303	129	8.85107421875
IPI00130240	IPI00130240	22.7616984	212	11	7.25439453125
IPI00130244	IPI00130244	43.18649575	379	21	6.32861328125
IPI00130246	IPI00130246	80.51405552	724	42	10.24267578125
IPI00130249	IPI00130249	37.44712372	363	15	6.68310546875
IPI00130251	IPI00130251	36.76418726	318	24	9.11474609375
IPI00130252	IPI00130252	25.54049719	224	13	5.26220703125
IPI00130253	IPI00130253	122.68196114	1091	55	5.32568359375
IPI00130254	IPI00130254	61.70822242	541	31	8.80712890625
IPI00130256	IPI00130256	14.3018966	129	5	4.46240234375
IPI00130260	IPI00130260	61.94502083	538	29	7.95751953125
IPI00130263	IPI00130263	34.04130214	313	11	4.80517578125
IPI00130264	IPI00130264	60.7852955	548	32	6.75634765625
IPI00130268	IPI00130268	78.11145344	699	34	9.23193359375
